,Crop_Type,Crop,N,P,K,pH,rainfall,temperature,Area_in_hectares,Production_in_tons,target 
2702,rabi,wheat,60,30,30,6.11,167.38,23.56,105,108,1.028571429
2703,whole year,potato,180,60,90,4.84,1426.3,26.73636364,1,3,3
2704,rabi,horsegram,20,60,20,5.88,167.38,23.56,1686,395,0.234282325
2705,rabi,maize,80,40,20,5.38,167.38,23.56,59,76,1.288135593
2706,rabi,ragi,50,40,20,5.38,167.38,23.56,3406,1134,0.332941867
2707,rabi,sesamum,30,15,30,6.46,167.38,23.56,15303,2371,0.15493694
2708,kharif,jute,80,40,40,5.46,1145.22,28.5,80,110,1.375
2709,kharif,maize,80,40,20,5.68,1145.22,28.5,1655,1113,0.672507553
2710,kharif,sesamum,30,15,30,6.4,1145.22,28.5,54,7,0.12962963
2711,rabi,wheat,60,30,30,6.11,167.38,23.56,165,111,0.672727273
2712,summer,maize,80,40,20,5.36,113.7,30.26666667,27,24,0.888888889
2713,summer,sesamum,30,15,30,6.4,113.7,30.26666667,148,30,0.202702703
2714,whole year,potato,180,60,90,5.08,1426.3,26.73636364,97,897,9.24742268
2715,rabi,horsegram,20,60,20,6,167.38,23.56,2037,540,0.265095729
2716,rabi,maize,80,40,20,5.58,167.38,23.56,4,7,1.75
2717,rabi,ragi,50,40,20,5.4,167.38,23.56,16,3,0.1875
2718,rabi,sesamum,30,15,30,6.56,167.38,23.56,17,5,0.294117647
2719,kharif,maize,80,40,20,5.6,1145.22,28.5,20154,34871,1.73022725
2720,kharif,ragi,50,40,20,5.32,1145.22,28.5,5976,3209,0.536981258
2721,rabi,wheat,60,30,30,7,167.38,23.56,2015,3487,1.730521092
2722,summer,maize,80,40,20,5.38,113.7,30.26666667,363,337,0.928374656
2723,summer,ragi,50,40,20,5.34,113.7,30.26666667,20,9,0.45
2724,whole year,potato,180,60,90,4.84,1426.3,26.73636364,173,1490,8.612716763
2725,rabi,horsegram,20,60,20,5.92,167.38,23.56,6287,1949,0.310004772
2726,rabi,ragi,50,40,20,5.54,167.38,23.56,3825,1492,0.390065359
2727,rabi,sesamum,30,15,30,6.6,167.38,23.56,119,20,0.168067227
2728,kharif,maize,80,40,20,5.32,1145.22,28.5,587,473,0.805792164
2729,kharif,ragi,50,40,20,5.52,1145.22,28.5,318,183,0.575471698
2730,kharif,sesamum,30,15,30,6.36,1145.22,28.5,5,1,0.2
2731,rabi,wheat,60,30,30,7,167.38,23.56,58,47,0.810344828
2732,summer,horsegram,20,60,20,5.98,113.7,30.26666667,16,6,0.375
2733,summer,maize,80,40,20,5.56,113.7,30.26666667,3,2,0.666666667
2734,summer,sesamum,30,15,30,6.5,113.7,30.26666667,764,214,0.280104712
2735,whole year,potato,180,60,90,4.9,1426.3,26.73636364,22,147,6.681818182
2736,rabi,horsegram,20,60,20,5.92,167.38,23.56,2473,739,0.298827335
2737,rabi,maize,80,40,20,5.44,167.38,23.56,7,7,1
2738,rabi,ragi,50,40,20,5.42,167.38,23.56,10,1,0.1
2739,rabi,sesamum,30,15,30,6.58,167.38,23.56,953,192,0.201469045
2740,kharif,jute,80,40,40,5.46,1145.22,28.5,50,60,1.2
2741,kharif,maize,80,40,20,5.62,1145.22,28.5,564,307,0.544326241
2742,kharif,ragi,50,40,20,5.68,1145.22,28.5,1093,462,0.422689844
2743,kharif,sesamum,30,15,30,6.54,1145.22,28.5,216,10,0.046296296
2744,rabi,wheat,60,30,30,6.7,167.38,23.56,56,30,0.535714286
2745,summer,sesamum,30,15,30,6.48,113.7,30.26666667,47,5,0.106382979
2746,whole year,potato,180,60,90,4.92,1426.3,26.73636364,13,123,9.461538462
2747,rabi,horsegram,20,60,20,6.08,167.38,23.56,6928,1434,0.206986143
2748,rabi,sesamum,30,15,30,6.6,167.38,23.56,1248,85,0.068108974
2749,kharif,jute,80,40,40,5.48,1145.22,28.5,30,30,1
2750,kharif,ragi,50,40,20,5.38,1145.22,28.5,7,1,0.142857143
2751,summer,horsegram,20,60,20,5.86,113.7,30.26666667,197,92,0.467005076
2752,summer,maize,80,40,20,5.44,113.7,30.26666667,3,1,0.333333333
2753,summer,ragi,50,40,20,5.6,113.7,30.26666667,39,14,0.358974359
2754,summer,sesamum,30,15,30,6.58,113.7,30.26666667,2145,553,0.257808858
2755,whole year,potato,180,60,90,4.84,1426.3,26.73636364,638,6466,10.13479624
2756,rabi,horsegram,20,60,20,6.1,167.38,23.56,3321,1109,0.333935562
2757,rabi,ragi,50,40,20,5.5,167.38,23.56,18,12,0.666666667
2758,kharif,maize,80,40,20,5.6,1145.22,28.5,3516,3703,1.053185438
2759,kharif,ragi,50,40,20,5.32,1145.22,28.5,5632,3758,0.667258523
2760,rabi,wheat,60,30,30,6.8,167.38,23.56,351,370,1.054131054
2761,summer,maize,80,40,20,5.58,113.7,30.26666667,176,145,0.823863636
2762,summer,ragi,50,40,20,5.58,113.7,30.26666667,80,40,0.5
2763,summer,sesamum,30,15,30,6.46,113.7,30.26666667,346,86,0.248554913
2764,whole year,potato,180,60,90,4.86,1426.3,26.73636364,68,374,5.5
2765,rabi,horsegram,20,60,20,5.98,167.38,23.56,3114,897,0.28805395
2766,rabi,maize,80,40,20,5.38,167.38,23.56,29,19,0.655172414
2767,rabi,ragi,50,40,20,5.42,167.38,23.56,6449,3618,0.561017212
2768,rabi,sesamum,30,15,30,6.6,167.38,23.56,4153,1025,0.246809535
2769,kharif,maize,80,40,20,5.64,1145.22,28.5,104,61,0.586538462
2770,kharif,ragi,50,40,20,5.56,1145.22,28.5,22,10,0.454545455
2771,kharif,sesamum,30,15,30,6.64,1145.22,28.5,49,13,0.265306122
2772,rabi,wheat,60,30,30,6.12,167.38,23.56,10,6,0.6
2773,summer,sesamum,30,15,30,6.52,113.7,30.26666667,135,38,0.281481481
2774,whole year,potato,180,60,90,5,1426.3,26.73636364,353,2225,6.303116147
2775,rabi,horsegram,20,60,20,6.14,167.38,23.56,2640,792,0.3
2776,rabi,maize,80,40,20,5.52,167.38,23.56,2,1,0.5
2777,rabi,ragi,50,40,20,5.6,167.38,23.56,15,5,0.333333333
2778,rabi,sesamum,30,15,30,6.34,167.38,23.56,4157,973,0.234063026
2779,kharif,ragi,50,40,20,5.56,1145.22,28.5,20,1,0.05
2780,kharif,sesamum,30,15,30,6.48,1145.22,28.5,26,2,0.076923077
2781,summer,sesamum,30,15,30,6.34,113.7,30.26666667,200,52,0.26
2782,whole year,potato,180,60,90,4.98,1426.3,26.73636364,15,117,7.8
2783,rabi,horsegram,20,60,20,6,167.38,23.56,1275,216,0.169411765
2784,rabi,sesamum,30,15,30,6.36,167.38,23.56,92,6,0.065217391
2785,kharif,jute,80,40,40,5.46,1145.22,28.5,170,200,1.176470588
2786,kharif,maize,80,40,20,5.68,1145.22,28.5,832,710,0.853365385
2787,kharif,ragi,50,40,20,5.36,1145.22,28.5,391,189,0.483375959
2788,kharif,sesamum,30,15,30,6.64,1145.22,28.5,355,63,0.177464789
2789,rabi,wheat,60,30,30,6.9,167.38,23.56,83,71,0.855421687
2790,summer,maize,80,40,20,5.56,113.7,30.26666667,3,4,1.333333333
2791,summer,sesamum,30,15,30,6.42,113.7,30.26666667,27,6,0.222222222
2792,whole year,potato,180,60,90,5.02,1426.3,26.73636364,502,2331,4.643426295
2793,rabi,horsegram,20,60,20,5.92,167.38,23.56,6242,1367,0.21900032
2794,rabi,maize,80,40,20,5.52,167.38,23.56,2,3,1.5
2795,rabi,ragi,50,40,20,5.56,167.38,23.56,127,45,0.354330709
2796,rabi,sesamum,30,15,30,6.46,167.38,23.56,2436,498,0.204433498
2797,kharif,maize,80,40,20,5.58,411.52,34.73,7000,14000,2
2798,kharif,rice,80,40,40,5.58,411.52,34.73,292000,879000,3.010273973
2799,kharif,sesamum,30,15,30,6.42,411.52,34.73,6000,1700,0.283333333
2800,rabi,rapeseed,50,40,20,5.12,66.52,20.312,8000,6000,0.75
2801,rabi,wheat,60,30,30,6.8,66.52,20.312,349000,1318000,3.776504298
2802,whole year,cotton,120,40,20,5.68,535.78,27.22727273,5000,2000,0.4
2803,whole year,moong,20,40,20,5.36,535.78,27.22727273,8400,5300,0.630952381
2804,kharif,rice,80,40,40,5.56,411.52,34.73,53000,212000,4
2805,rabi,barley,70,40,45,5.4,66.52,20.312,5000,12000,2.4
2806,rabi,rapeseed,50,40,20,5.02,66.52,20.312,10000,7000,0.7
2807,rabi,wheat,60,30,30,6.11,66.52,20.312,236000,819000,3.470338983
2808,whole year,cotton,120,40,20,5.44,535.78,27.22727273,199000,286000,1.43718593
2809,whole year,moong,20,40,20,5.64,535.78,27.22727273,2400,1500,0.625
2810,kharif,rice,80,40,40,5.6,411.52,34.73,56000,214000,3.821428571
2811,rabi,barley,70,40,45,5.4,66.52,20.312,1000,3000,3
2812,rabi,rapeseed,50,40,20,5.06,66.52,20.312,1000,1000,1
2813,rabi,wheat,60,30,30,6.6,66.52,20.312,109000,451000,4.137614679
2814,whole year,cotton,120,40,20,5.66,535.78,27.22727273,48000,35000,0.729166667
2815,whole year,moong,20,40,20,5.38,535.78,27.22727273,4300,2000,0.465116279
2816,kharif,maize,80,40,20,5.66,411.52,34.73,1000,2000,2
2817,kharif,rice,80,40,40,5.56,411.52,34.73,82000,302000,3.682926829
2818,rabi,wheat,60,30,30,6.9,66.52,20.312,88000,361000,4.102272727
2819,kharif,rice,80,40,40,5.34,411.52,34.73,252000,910000,3.611111111
2820,kharif,sesamum,30,15,30,6.36,411.52,34.73,1800,700,0.388888889
2821,rabi,barley,70,40,45,5.4,66.52,20.312,4000,14000,3.5
2822,rabi,rapeseed,50,40,20,5.06,66.52,20.312,20000,19000,0.95
2823,rabi,wheat,60,30,30,6.4,66.52,20.312,422000,1677000,3.973933649
2824,whole year,cotton,120,40,20,5.6,535.78,27.22727273,153000,209000,1.366013072
2825,whole year,moong,20,40,20,5.32,535.78,27.22727273,12500,8700,0.696
2826,kharif,maize,80,40,20,5.44,411.52,34.73,14000,23000,1.642857143
2827,kharif,rice,80,40,40,5.48,411.52,34.73,181000,509000,2.812154696
2828,kharif,sesamum,30,15,30,6.36,411.52,34.73,2300,600,0.260869565
2829,rabi,rapeseed,50,40,20,4.98,66.52,20.312,3000,3000,1
2830,rabi,wheat,60,30,30,6.9,66.52,20.312,194000,729000,3.757731959
2831,kharif,maize,80,40,20,5.36,411.52,34.73,65000,144000,2.215384615
2832,kharif,rice,80,40,40,5.5,411.52,34.73,56000,169000,3.017857143
2833,kharif,sesamum,30,15,30,6.66,411.52,34.73,700,200,0.285714286
2834,rabi,rapeseed,50,40,20,5.04,66.52,20.312,3000,2000,0.666666667
2835,rabi,wheat,60,30,30,7,66.52,20.312,135000,413000,3.059259259
2836,kharif,maize,80,40,20,5.48,411.52,34.73,15000,37000,2.466666667
2837,kharif,rice,80,40,40,5.38,411.52,34.73,126000,422000,3.349206349
2838,kharif,sesamum,30,15,30,6.54,411.52,34.73,1600,600,0.375
2839,rabi,rapeseed,50,40,20,5.16,66.52,20.312,2000,2000,1
2840,rabi,wheat,60,30,30,6.11,66.52,20.312,157000,563000,3.585987261
2841,whole year,moong,20,40,20,5.4,535.78,27.22727273,500,300,0.6
2842,kharif,maize,80,40,20,5.36,411.52,34.73,4000,10000,2.5
2843,kharif,rice,80,40,40,5.32,411.52,34.73,97000,290000,2.989690722
2844,rabi,wheat,60,30,30,6.8,66.52,20.312,102000,348000,3.411764706
2845,whole year,moong,20,40,20,5.38,535.78,27.22727273,200,100,0.5
2846,kharif,rice,80,40,40,5.54,411.52,34.73,234000,899000,3.841880342
2847,kharif,sesamum,30,15,30,6.64,411.52,34.73,100,100,1
2848,rabi,barley,70,40,45,5.36,66.52,20.312,3000,8000,2.666666667
2849,rabi,wheat,60,30,30,6.5,66.52,20.312,257000,1082000,4.210116732
2850,whole year,cotton,120,40,20,5.46,535.78,27.22727273,3000,5000,1.666666667
2851,whole year,moong,20,40,20,5.68,535.78,27.22727273,6500,4600,0.707692308
2852,kharif,rice,80,40,40,5.6,411.52,34.73,58000,220000,3.793103448
2853,rabi,barley,70,40,45,5.5,66.52,20.312,4000,10000,2.5
2854,rabi,rapeseed,50,40,20,4.9,66.52,20.312,6000,4000,0.666666667
2855,rabi,wheat,60,30,30,6.12,66.52,20.312,157000,558000,3.554140127
2856,whole year,cotton,120,40,20,5.52,535.78,27.22727273,103000,165000,1.601941748
2857,whole year,moong,20,40,20,5.34,535.78,27.22727273,800,500,0.625
2858,kharif,rice,80,40,40,5.36,411.52,34.73,107000,429000,4.009345794
2859,rabi,wheat,60,30,30,6.6,66.52,20.312,124000,530000,4.274193548
2860,whole year,cotton,120,40,20,5.52,535.78,27.22727273,16000,24000,1.5
2861,whole year,moong,20,40,20,5.68,535.78,27.22727273,3200,2000,0.625
2862,kharif,rice,80,40,40,5.58,411.52,34.73,28000,97000,3.464285714
2863,kharif,sesamum,30,15,30,6.38,411.52,34.73,400,100,0.25
2864,rabi,barley,70,40,45,5.68,66.52,20.312,7000,21000,3
2865,rabi,rapeseed,50,40,20,4.88,66.52,20.312,6000,6000,1
2866,rabi,wheat,60,30,30,6.4,66.52,20.312,176000,609000,3.460227273
2867,whole year,cotton,120,40,20,5.66,535.78,27.22727273,161000,154000,0.956521739
2868,whole year,moong,20,40,20,5.64,535.78,27.22727273,3600,1800,0.5
2869,kharif,maize,80,40,20,5.56,411.52,34.73,18000,39000,2.166666667
2870,kharif,rice,80,40,40,5.46,411.52,34.73,43000,145000,3.372093023
2871,rabi,wheat,60,30,30,6.11,66.52,20.312,57000,203000,3.561403509
2872,kharif,maize,80,40,20,5.64,411.52,34.73,8000,15000,1.875
2873,kharif,rice,80,40,40,5.6,411.52,34.73,240000,792000,3.3
2874,rabi,barley,70,40,45,5.66,66.52,20.312,2000,7000,3.5
2875,rabi,rapeseed,50,40,20,4.94,66.52,20.312,4000,4000,1
2876,rabi,wheat,60,30,30,6.9,66.52,20.312,253000,1026000,4.055335968
2877,whole year,cotton,120,40,20,5.44,535.78,27.22727273,1000,2000,2
2878,whole year,moong,20,40,20,5.5,535.78,27.22727273,400,200,0.5
2879,kharif,maize,80,40,20,5.68,411.52,34.73,28000,49000,1.75
2880,kharif,rice,80,40,40,5.4,411.52,34.73,43000,138000,3.209302326
2881,kharif,sesamum,30,15,30,6.52,411.52,34.73,600,200,0.333333333
2882,rabi,wheat,60,30,30,6.12,66.52,20.312,83000,296000,3.56626506
2883,kharif,rice,80,40,40,5.48,411.52,34.73,333000,1277000,3.834834835
2884,rabi,barley,70,40,45,5.4,66.52,20.312,8000,27000,3.375
2885,rabi,wheat,60,30,30,6.6,66.52,20.312,401000,1732000,4.319201995
2886,whole year,cotton,120,40,20,5.42,535.78,27.22727273,35000,55000,1.571428571
2887,whole year,moong,20,40,20,5.58,535.78,27.22727273,6500,4700,0.723076923
2888,kharif,cotton,120,40,20,5.36,510.05,33.37333333,16000,31176,1.9485
2889,kharif,jowar,80,40,40,5.64,510.05,33.37333333,105900,34600,0.326723324
2890,kharif,maize,80,40,20,5.46,510.05,33.37333333,43600,33100,0.759174312
2891,kharif,onion,120,60,65,5.96,510.05,33.37333333,2800,4500,1.607142857
2892,kharif,rice,80,40,40,5.4,510.05,33.37333333,100,100,1
2893,kharif,sesamum,30,15,30,6.58,510.05,33.37333333,8000,2000,0.25
2894,rabi,barley,70,40,45,5.48,19.38,22.766,24700,28900,1.170040486
2895,rabi,rapeseed,50,40,20,4.96,19.38,22.766,36700,25400,0.692098093
2896,rabi,wheat,60,30,30,6.3,19.38,22.766,79300,144500,1.822194199
2897,kharif,cotton,120,40,20,5.66,510.05,33.37333333,10400,11764,1.131153846
2898,kharif,jowar,80,40,40,5.68,510.05,33.37333333,20100,12600,0.626865672
2899,kharif,maize,80,40,20,5.64,510.05,33.37333333,11800,14800,1.254237288
2900,kharif,onion,120,60,65,6.08,510.05,33.37333333,4300,17200,4
2901,kharif,rice,80,40,40,5.36,510.05,33.37333333,300,300,1
2902,kharif,sesamum,30,15,30,6.58,510.05,33.37333333,3400,1000,0.294117647
2903,rabi,barley,70,40,45,5.54,19.38,22.766,11600,24900,2.146551724
2904,rabi,rapeseed,50,40,20,5.1,19.38,22.766,206700,141500,0.684567005
2905,rabi,wheat,60,30,30,7,19.38,22.766,163400,588300,3.600367197
2906,whole year,potato,180,60,90,5,556.2,28.54545455,100,700,7
2907,kharif,cotton,120,40,20,5.58,510.05,33.37333333,8300,15882,1.913493976
2908,kharif,jowar,80,40,40,5.6,510.05,33.37333333,1700,800,0.470588235
2909,kharif,maize,80,40,20,5.58,510.05,33.37333333,113900,109500,0.961369622
2910,kharif,onion,120,60,65,5.94,510.05,33.37333333,100,100,1
2911,kharif,rice,80,40,40,5.64,510.05,33.37333333,48100,45400,0.943866944
2912,kharif,soyabean,20,60,20,5.4,510.05,33.37333333,7600,9700,1.276315789
2913,rabi,barley,70,40,45,5.5,19.38,22.766,2200,4200,1.909090909
2914,rabi,rapeseed,50,40,20,5.18,19.38,22.766,100,100,1
2915,rabi,wheat,60,30,30,6.6,19.38,22.766,74000,125500,1.695945946
2916,kharif,jowar,80,40,40,5.36,510.05,33.37333333,12100,13300,1.099173554
2917,kharif,maize,80,40,20,5.6,510.05,33.37333333,18600,20400,1.096774194
2918,kharif,rice,80,40,40,5.68,510.05,33.37333333,1200,1300,1.083333333
2919,kharif,sesamum,30,15,30,6.5,510.05,33.37333333,500,100,0.2
2920,kharif,soyabean,20,60,20,5.44,510.05,33.37333333,108100,140300,1.29787234
2921,rabi,barley,70,40,45,5.62,19.38,22.766,800,1600,2
2922,rabi,rapeseed,50,40,20,5.06,19.38,22.766,112000,69500,0.620535714
2923,rabi,wheat,60,30,30,6.3,19.38,22.766,77200,127900,1.656735751
2924,whole year,potato,180,60,90,4.82,556.2,28.54545455,100,600,6
2925,kharif,jowar,80,40,40,5.5,510.05,33.37333333,1400,700,0.5
2926,kharif,onion,120,60,65,5.88,510.05,33.37333333,100,300,3
2927,kharif,sesamum,30,15,30,6.54,510.05,33.37333333,13400,2200,0.164179104
2928,rabi,rapeseed,50,40,20,5.12,19.38,22.766,15400,11200,0.727272727
2929,rabi,wheat,60,30,30,6.11,19.38,22.766,12500,31200,2.496
2930,kharif,cotton,120,40,20,5.66,510.05,33.37333333,900,1176,1.306666667
2931,kharif,jowar,80,40,40,5.38,510.05,33.37333333,33900,24300,0.716814159
2932,kharif,maize,80,40,20,5.68,510.05,33.37333333,100,100,1
2933,kharif,rice,80,40,40,5.4,510.05,33.37333333,3200,3300,1.03125
2934,kharif,sesamum,30,15,30,6.4,510.05,33.37333333,2300,400,0.173913043
2935,rabi,barley,70,40,45,5.34,19.38,22.766,5800,12900,2.224137931
2936,rabi,rapeseed,50,40,20,5.04,19.38,22.766,176800,100600,0.569004525
2937,rabi,wheat,60,30,30,6.1,19.38,22.766,115500,419400,3.631168831
2938,whole year,potato,180,60,90,5.04,556.2,28.54545455,500,3800,7.6
2939,kharif,cotton,120,40,20,5.52,510.05,33.37333333,23100,41764,1.807965368
2940,kharif,jowar,80,40,40,5.62,510.05,33.37333333,27100,13600,0.501845018
2941,kharif,maize,80,40,20,5.32,510.05,33.37333333,158000,205000,1.297468354
2942,kharif,onion,120,60,65,5.94,510.05,33.37333333,200,600,3
2943,kharif,rice,80,40,40,5.54,510.05,33.37333333,200,200,1
2944,kharif,sesamum,30,15,30,6.6,510.05,33.37333333,10800,2500,0.231481481
2945,kharif,soyabean,20,60,20,5.56,510.05,33.37333333,1200,1500,1.25
2946,rabi,barley,70,40,45,5.64,19.38,22.766,20700,42900,2.072463768
2947,rabi,rapeseed,50,40,20,5.12,19.38,22.766,31000,22500,0.725806452
2948,rabi,wheat,60,30,30,6.4,19.38,22.766,116100,314200,2.706287683
2949,kharif,cotton,120,40,20,5.32,510.05,33.37333333,32000,37058,1.1580625
2950,kharif,sesamum,30,15,30,6.62,510.05,33.37333333,24400,6800,0.278688525
2951,rabi,barley,70,40,45,5.58,19.38,22.766,500,1000,2
2952,rabi,rapeseed,50,40,20,4.84,19.38,22.766,34300,34700,1.011661808
2953,rabi,wheat,60,30,30,6.6,19.38,22.766,51600,74900,1.451550388
2954,kharif,jowar,80,40,40,5.4,510.05,33.37333333,8500,6100,0.717647059
2955,kharif,maize,80,40,20,5.32,510.05,33.37333333,32200,40000,1.242236025
2956,kharif,onion,120,60,65,5.96,510.05,33.37333333,100,200,2
2957,kharif,rice,80,40,40,5.5,510.05,33.37333333,33100,45300,1.36858006
2958,kharif,sesamum,30,15,30,6.34,510.05,33.37333333,1400,400,0.285714286
2959,kharif,soyabean,20,60,20,5.32,510.05,33.37333333,42800,36700,0.857476636
2960,rabi,barley,70,40,45,5.6,19.38,22.766,1500,3700,2.466666667
2961,rabi,rapeseed,50,40,20,4.92,19.38,22.766,82300,47100,0.572296476
2962,rabi,wheat,60,30,30,6.5,19.38,22.766,118400,396300,3.347128378
2963,whole year,potato,180,60,90,4.9,556.2,28.54545455,100,400,4
2964,kharif,jowar,80,40,40,5.58,510.05,33.37333333,16400,14400,0.87804878
2965,kharif,maize,80,40,20,5.48,510.05,33.37333333,146600,232700,1.587312415
2966,kharif,onion,120,60,65,5.84,510.05,33.37333333,300,1600,5.333333333
2967,kharif,rice,80,40,40,5.4,510.05,33.37333333,1000,1200,1.2
2968,kharif,sesamum,30,15,30,6.34,510.05,33.37333333,3600,1100,0.305555556
2969,kharif,soyabean,20,60,20,5.34,510.05,33.37333333,92200,112200,1.21691974
2970,rabi,barley,70,40,45,5.36,19.38,22.766,4600,9200,2
2971,rabi,rapeseed,50,40,20,5.06,19.38,22.766,65400,35500,0.542813456
2972,rabi,wheat,60,30,30,6.12,19.38,22.766,110100,321100,2.9164396
2973,kharif,cotton,120,40,20,5.46,510.05,33.37333333,300,588,1.96
2974,kharif,sesamum,30,15,30,6.34,510.05,33.37333333,600,100,0.166666667
2975,rabi,barley,70,40,45,5.36,19.38,22.766,10300,19600,1.902912621
2976,rabi,rapeseed,50,40,20,4.92,19.38,22.766,57000,41400,0.726315789
2977,rabi,wheat,60,30,30,6.4,19.38,22.766,24700,61900,2.506072874
2978,kharif,jowar,80,40,40,5.44,510.05,33.37333333,4700,2300,0.489361702
2979,kharif,maize,80,40,20,5.46,510.05,33.37333333,4800,6000,1.25
2980,kharif,sesamum,30,15,30,6.36,510.05,33.37333333,2500,500,0.2
2981,rabi,barley,70,40,45,5.64,19.38,22.766,5500,12900,2.345454545
2982,rabi,rapeseed,50,40,20,5.16,19.38,22.766,75900,56600,0.74571805
2983,rabi,wheat,60,30,30,6.5,19.38,22.766,85500,232900,2.723976608
2984,kharif,jowar,80,40,40,5.34,510.05,33.37333333,300,200,0.666666667
2985,kharif,rice,80,40,40,5.58,510.05,33.37333333,1300,1500,1.153846154
2986,kharif,sesamum,30,15,30,6.54,510.05,33.37333333,1400,300,0.214285714
2987,rabi,barley,70,40,45,5.38,19.38,22.766,800,1500,1.875
2988,rabi,rapeseed,50,40,20,5.02,19.38,22.766,67500,47800,0.708148148
2989,rabi,wheat,60,30,30,7,19.38,22.766,45500,156800,3.446153846
2990,whole year,potato,180,60,90,4.84,556.2,28.54545455,500,4100,8.2
2991,kharif,jowar,80,40,40,5.42,510.05,33.37333333,1500,700,0.466666667
2992,kharif,maize,80,40,20,5.58,510.05,33.37333333,55200,53700,0.972826087
2993,kharif,rice,80,40,40,5.66,510.05,33.37333333,31900,34900,1.094043887
2994,kharif,sesamum,30,15,30,6.42,510.05,33.37333333,300,100,0.333333333
2995,rabi,barley,70,40,45,5.52,19.38,22.766,1900,3600,1.894736842
2996,rabi,rapeseed,50,40,20,5.06,19.38,22.766,300,200,0.666666667
2997,rabi,wheat,60,30,30,6.4,19.38,22.766,37900,82400,2.17414248
2998,kharif,cotton,120,40,20,5.58,510.05,33.37333333,286900,365294,1.273245033
2999,kharif,jowar,80,40,40,5.64,510.05,33.37333333,400,200,0.5
3000,kharif,rice,80,40,40,5.64,510.05,33.37333333,3900,5600,1.435897436
3001,rabi,barley,70,40,45,5.32,19.38,22.766,8400,9100,1.083333333
3002,rabi,rapeseed,50,40,20,4.92,19.38,22.766,269600,275700,1.022626113
3003,rabi,wheat,60,30,30,6.5,19.38,22.766,254000,660700,2.601181102
3004,whole year,potato,180,60,90,5.06,556.2,28.54545455,200,4300,21.5
3005,kharif,cotton,120,40,20,5.52,510.05,33.37333333,215000,268235,1.247604651
3006,kharif,jowar,80,40,40,5.6,510.05,33.37333333,500,300,0.6
3007,kharif,rice,80,40,40,5.4,510.05,33.37333333,22600,34700,1.53539823
3008,kharif,sesamum,30,15,30,6.32,510.05,33.37333333,1300,300,0.230769231
3009,rabi,barley,70,40,45,5.34,19.38,22.766,14800,26400,1.783783784
3010,rabi,rapeseed,50,40,20,5.08,19.38,22.766,89500,82000,0.916201117
3011,rabi,wheat,60,30,30,6.6,19.38,22.766,204000,581500,2.850490196
3012,kharif,jowar,80,40,40,5.64,510.05,33.37333333,16600,6200,0.373493976
3013,kharif,maize,80,40,20,5.42,510.05,33.37333333,11100,14800,1.333333333
